Nombre,Marca,Categorias,Precio Original,Precio Final,Moneda,Estado,Descripcion,Fecha de captura
KELLOGG'S EXTRA crujientes cereales de desayuno con chocolate y avellanas bolsa 375 g,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",2.99,2.99,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
KELLOGG'S EXTRA crujientes cereales de desayuno con fruta bolsa 375 g,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",2.99,2.99,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
KELLOGG'S ALL-BRAN Flakes cereales de desayuno con fibra natural de trigo paquete 500 g,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",3.29,3.29,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
KELLOGG'S ALL-BRAN Fibre Plus con fibra natural de salvado de trigo paquete 700 g,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",3.49,3.49,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
KELLOGG'S ALL-BRAN Choco cereales integrales de desayuno con fibra natural de salvado de trigo paquete 375 g y chocolate belga,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",2.66,2.66,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
KELLOGG'S ALL-BRAN Fruta y Fibra cereales integrales con fibra natural paquete 500 g,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",3.35,3.25,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
KELLOGG'S ALL-BRAN cereales de desayuno en granolas prebióticas paquete 380 g,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",3.19,3.19,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
KELLOGG'S ALL-BRAN cereales de desayuno en granolas prebióticas con almendras y semillas de calabaza paquete 380 g,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",3.19,3.19,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
KELLOGG'S Corn Flakes cereales de desayuno sin aceite de palma paquete 500 g,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Cereales y barritas,Cereales para adultos",2.45,2.45,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
MAHOU CLASICA cerveza rubia original pack 28 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",14.84,14.84,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
MAHOU CLASICA cerveza rubia original pack 12 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.72,6.72,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU CLASICA cerveza rubia original lata 50 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.79,0.79,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU CLASICA cerveza rubia original lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.58,0.58,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU CLASICA cerveza rubia original botella 1 l,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.40,1.40,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU CLASICA cerveza rubia original pack 24 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",9.86,9.86,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU CLASICA cerveza rubia original pack 12 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",5.00,5.00,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU CLASICA cerveza rubia original pack 6 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",2.68,2.68,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial pack 28 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",15.99,15.99,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial pack 12 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",7.92,7.92,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial lata 50 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.91,0.91,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.67,0.67,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial sin gluten lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.69,0.69,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial pack 24 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",12.65,12.65,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial pack 12 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.61,6.61,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial pack 6 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.37,3.37,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia especial sin gluten botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.96,0.96,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU 5 ESTRELLAS cerveza rubia variedad Session IPA lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.95,0.95,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
MAHOU BARRICA Original cerveza rubia envejecida en madera de roble botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.65,1.65,EUR,AVAILABLE,Lleva 4 y paga 3,2020-04-11
MAHOU BARRICA cerveza rubia Edición Especial Bourbon envejecida en barrica botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",2.19,2.19,EUR,AVAILABLE,Lleva 4 y paga 3,2020-04-11
"SAN MIGUEL cervezas especiales 3 variedades (Selecta, Manila, Magna) pack 6 botellas 33 cl + Caja Metálica",,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",7.95,7.95,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
SAN MIGUEL MAGNA cerveza rubia Golden Lager lupulación 3 tiempos pack 12 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",7.96,7.96,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
SAN MIGUEL MAGNA cerveza rubia Golden Lager lupulación 3 tiempos lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.64,0.64,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
SAN MIGUEL MAGNA cerveza rubia Golden Lager lupulación 3 tiempos pack 6 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.49,3.49,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CASIMIRO MAHOU Jacometrezo cerveza rubia de alta fermentación botella 37 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.14,3.14,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CASIMIRO MAHOU Amaniel cerveza rubia pilsner botella 37 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.11,3.11,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA cerveza rubia especial pack 24 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",16.56,16.56,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA cerveza rubia especial pack 10 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.44,6.44,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA cerveza rubia especial lata 50 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.14,1.14,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA cerveza rubia especial lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.72,0.72,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA cerveza rubia especial mini pack 6 lata 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.28,3.28,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA cerveza rubia especial pack 24 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",13.22,13.22,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA cerveza rubia especial pack 12 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.68,6.68,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA cerveza rubia especial pack 6 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.58,3.58,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA Mini cerveza rubia especial pack 12 botellas 20 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.44,6.44,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA Mini cerveza rubia Especial pack 6 botellas 20 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.27,3.27,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA Receta Original cerveza rubia pack 6 botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.04,6.04,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ESTRELLA GALICIA Estrella de Navidad cerveza rubia nacional botella 75 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.49,3.49,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia pilsen pack 28 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",14.56,14.56,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia nacional pack 24 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",14.75,9.99,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia Pilsen pack 12 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.72,5.98,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
CRUZCAMPO cerveza rubia nacional lata 50 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.81,0.81,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia nacional lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.58,0.58,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia tipo Pilsner botella 1 l,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.40,1.40,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia nacional botella 75 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.25,1.25,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia tipo Pilsen pack 24 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",9.69,9.69,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia nacional pack 6 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",2.70,2.70,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia especial pack 12 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.53,6.53,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia especial lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.63,0.63,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia especial pack 12 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.00,6.00,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia especial pack 6 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.75,3.75,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia especial Sin Gluten botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.87,0.87,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia especial lata 50 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.90,0.90,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia tipo IPA botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.06,1.06,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO cerveza rubia tipo Andalusian Pale Ale botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.00,1.00,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO GRAN RESERVA 1904 Premium Quality cerveza rubia 100% Malta pack 10 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",7.80,7.80,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO GRAN RESERVA 1904 Premium Quality cerveza rubia 100% Malta lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.85,0.85,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO GRAN RESERVA 1904 Premium Quality cerveza rubia 100% Malta pack 6 botellas 33 cl + regalo de una copa y 2 posavasos,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.60,6.60,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
CRUZCAMPO GRAN RESERVA 1904 Premium Quality cerveza rubia 100% Malta botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.11,0.94,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA cerveza rubia tradicional pack 12 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.60,6.60,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
ALHAMBRA cerveza rubia tradicional lata 50 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.76,0.76,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA cerveza rubia tradicional lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.60,0.60,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA cerveza rubia tradicional botella 1 l,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.60,1.60,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA cerveza rubia tradicional pack 24 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",9.65,9.65,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA cerveza rubia tradicional pack 12 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",5.09,5.09,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA cerveza rubia tradicional pack 6 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",2.96,2.96,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA ESPECIAL cerveza rubia pack 12 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",7.92,7.92,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA ESPECIAL cerveza rubia lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.67,0.67,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA ESPECIAL cerveza rubia pack 4 botellas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.69,3.69,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA ESPECIAL cerveza rubia pack 6 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",3.09,3.09,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
ALHAMBRA RESERVA 1925 cerveza rubia extra botella 70 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",4.00,4.00,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA RESERVA 1925 cerveza rubia extra pack 12 botellas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",12.99,12.99,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA RESERVA 1925 cerveza rubia extra pack 6 botellas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.60,6.60,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
ALHAMBRA cerveza rubia Lager criada en barrica de ron granadino botella 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",1.99,1.99,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
1906 cerveza rubia Reserva Especial pack 12 botellas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",11.79,11.79,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
1906 cerveza rubia Reserva Especial pack 6 botellas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.21,6.21,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
1906 cerveza rubia Reserva Especial lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.88,0.85,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
1906 Red Vintage La Colorada cerveza rubia Reserva Especial pack 6 botellas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.10,6.10,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
AMBAR cerveza rubia especial pack 9 latas 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.14,6.14,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-11
AMBAR cerveza rubia especial lata 50 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.98,0.98,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
AMBAR cerveza rubia especial lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.69,0.69,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
AMBAR cerveza rubia especial sin gluten lata 33 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",0.69,0.69,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
AMBAR cerveza rubia nacional especial pack 24 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",11.69,11.69,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
AMBAR cerveza rubia especial pack 12 botellas 25 cl,,"Bebidas,Cervezas,Cerveza,Cerveza rubia nacional",6.25,6.25,EUR,AVAILABLE,21% de descuento por compras superiores a 20 € en Cervezas,2020-04-11
